,completename,nodeId,label,CC,PC,LOC,NCMIC,NCMEC,NECA,NAMFAEC,classID,NCM
6522,com_google_security_zynamics_zylib_gui_zygraph_realizers_KeyBehaviours_UndoHistroy_CUndoStateData_equals,6522,0,2,1,7,0,0,0,0,1805,0
6523,com_google_security_zynamics_zylib_gui_zygraph_CDefaultLabelEventHandler_handleMouseDraggedEvent,6523,0,2,5,9,1,5,3,3,23,6
6524,com_google_security_zynamics_zylib_gui_zygraph_realizers_KeyBehaviours_CAbstractKeyBehavior_setModifier,6524,0,7,1,26,0,0,0,0,21,0
6525,com_google_security_zynamics_zylib_gui_zygraph_CDefaultLabelEventHandler_isActiveLabel,6525,0,1,1,3,1,0,0,0,23,1
6526,com_google_security_zynamics_zylib_gui_zygraph_realizers_KeyBehaviours_UndoHistroy_CUndoManager_redo,6526,0,2,0,6,1,1,1,1,896,2
6527,com_google_security_zynamics_zylib_gui_zygraph_wrappers_ViewNodeAdapter_unwrap,6527,0,2,2,7,2,1,1,1,890,3
6528,com_google_security_zynamics_zylib_gui_zygraph_edges_IViewEdge_setColor,6528,0,1,1,1,0,0,0,0,876,0
6529,com_google_security_zynamics_zylib_gui_zygraph_edges_IViewEdge_getColor,6529,0,1,0,1,0,0,0,0,876,0
6530,com_google_security_zynamics_zylib_gui_zygraph_edges_IViewEdge_removeListener,6530,0,1,1,1,0,0,0,0,876,0
6531,com_google_security_zynamics_zylib_gui_zygraph_edges_IViewEdge_getBends,6531,0,1,0,1,0,0,0,0,876,0
6532,com_google_security_zynamics_zylib_gui_zygraph_editmode_IStateActionFactory_createEdgePressedRightAction,6532,0,1,0,1,0,0,0,0,669,0
6533,com_google_security_zynamics_zylib_gui_zygraph_nodes_IViewNode_addListener,6533,0,1,1,1,0,0,0,0,26,0
6534,com_google_security_zynamics_zylib_gui_zygraph_editmode_IMouseState_mouseReleased,6534,0,1,2,7,0,0,0,0,1509,0
6535,com_google_security_zynamics_zylib_gui_zygraph_edges_IViewEdgeListener_insertedBend,6535,0,1,3,1,0,0,0,0,644,0
6536,com_google_security_zynamics_zylib_gui_zygraph_editmode_IStateActionFactory_createNodeEnterAction,6536,0,1,0,5,0,0,0,0,669,0
6537,com_google_security_zynamics_zylib_gui_zygraph_wrappers_SelectableGraph_wrap,6537,0,1,1,3,1,0,0,0,1680,1
6538,com_google_security_zynamics_zylib_gui_zygraph_edges_IViewEdgeListener_changedSourceX,6538,0,1,2,1,0,0,0,0,644,0
6539,com_google_security_zynamics_zylib_gui_zygraph_editmode_CStateChange_CStateChange,6539,0,1,2,9,0,0,0,0,2310,0
6540,com_google_security_zynamics_zylib_gui_zygraph_nodes_IViewNodeListener_changedSelection,6540,0,1,2,1,0,0,0,0,904,0
6541,com_google_security_zynamics_zylib_gui_ProgressDialogs_CProgressPanel_setSubText,6541,0,1,1,11,2,1,1,1,905,3
6542,com_google_security_zynamics_zylib_gui_zygraph_nodes_CViewNode_getY,6542,0,1,0,3,0,0,0,0,19,0
6543,com_google_security_zynamics_zylib_gui_zygraph_nodes_IViewNodeListener_yposChanged,6543,0,1,2,1,0,0,0,0,904,0
6544,com_google_security_zynamics_zylib_gui_ProgressDialogs_CUnlimitedProgressDialog_createProgressPanel,6544,0,2,3,6,0,2,1,2,1651,2
6545,com_google_security_zynamics_zylib_gui_dndtree_AbstractTreeTransferHandler_clearImage,6545,0,1,0,3,0,0,0,0,1423,0
6546,com_google_security_zynamics_zylib_gui_ProgressDialogs_CStandardHelperThread_notifyListeners,6546,0,2,0,5,0,1,1,1,907,1
6547,com_google_security_zynamics_zylib_gui_zygraph_nodes_IViewNode_setSelected,6547,0,1,1,1,0,0,0,0,26,0
6548,com_google_security_zynamics_zylib_gui_zygraph_nodes_CViewNode_getOutgoingEdges,6548,0,1,0,3,0,0,0,0,19,0
6549,com_google_security_zynamics_zylib_gui_zygraph_nodes_IViewNodeListener_widthChanged,6549,0,1,2,1,0,0,0,0,904,0
6550,com_google_security_zynamics_zylib_gui_ProgressDialogs_CProgressPanel_convertTextToHtml,6550,0,1,1,3,0,0,0,0,905,0
6551,com_google_security_zynamics_zylib_gui_zygraph_nodes_NodeHelpers_countInvisibleIndegreeNeighbours,6551,0,3,1,10,0,3,2,2,2311,3
6552,com_google_security_zynamics_zylib_gui_zygraph_edges_CViewEdge_setY1,6552,0,3,1,9,0,1,1,1,16,1
6553,com_google_security_zynamics_zylib_gui_zygraph_nodes_ZyNodeData_getNode,6553,0,1,0,3,0,0,0,0,2312,0
6554,com_google_security_zynamics_zylib_gui_zygraph_nodes_IViewNode_setWidth,6554,0,1,1,1,0,0,0,0,26,0
6555,com_google_security_zynamics_zylib_gui_ProgressDialogs_IEndlessProgressModel_addProgressListener,6555,0,1,1,1,0,0,0,0,2313,0
6556,com_google_security_zynamics_zylib_gui_JCaret_JCaret_addCaretListener,6556,0,2,1,11,0,0,0,0,5,0
6557,com_google_security_zynamics_zylib_gui_JRegisterView_RegisterInformationInternal_isModified,6557,0,1,0,3,0,0,0,0,1297,0
6558,com_google_security_zynamics_zylib_gui_JRegisterView_IRegisterModel_getRegisterInformation,6558,0,1,0,1,0,0,0,0,913,0
6559,com_google_security_zynamics_zylib_gui_JCaret_JCaret_draw,6559,0,2,4,17,1,0,0,0,5,1
6560,com_google_security_zynamics_zylib_gui_JCaret_JCaret_setVisible,6560,0,1,1,8,1,0,0,0,5,1
6561,com_google_security_zynamics_zylib_general_memmanager_MemoryChunk_print,6561,0,2,0,10,0,0,0,0,2014,0
6562,com_google_security_zynamics_zylib_general_memmanager_Memory_insertChunk,6562,0,1,1,10,1,0,0,0,916,1
6563,com_google_security_zynamics_zylib_general_memmanager_Memory_findNextChunk,6563,0,3,1,9,0,1,1,1,916,1
6564,com_google_security_zynamics_zylib_gui_sliders_DoubleLabeledSlider_setValue,6564,0,1,1,3,0,0,0,0,1483,0
6565,com_google_security_zynamics_zylib_gui_JCaret_JCaret_isVisible,6565,0,1,0,7,0,0,0,0,5,0
6566,com_google_security_zynamics_zylib_strings_Commafier_toString,6566,0,1,0,3,0,0,0,0,654,0
6567,com_google_security_zynamics_zylib_gui_ColorPanel_ColorPanel_setTextColor,6567,0,3,1,14,0,0,0,0,910,0
6568,com_google_security_zynamics_zylib_gui_dndtree_DNDTree_getAutoscrollInsets,6568,0,1,0,3,0,0,0,0,912,0
6569,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_dispose,6569,0,1,0,3,0,1,1,1,31,1
6570,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_showNodesInternal,6570,0,3,1,8,0,3,2,2,31,3
6571,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_ZyGraphMappings_getNode,6571,0,1,1,3,0,0,0,0,38,0
6572,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_ZyGraphMappings_getYNode,6572,0,2,1,8,0,1,1,1,38,1
6573,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_doLayout,6573,0,1,0,6,0,3,3,1,31,3
6574,com_google_security_zynamics_reil_translators_mips_BgezalTranslatorTest_testBqelBranchNotTaken,6574,1,1,0,18,0,10,5,5,1662,10
6575,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_sortLayers,6575,0,8,1,37,0,0,0,0,31,0
6576,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_ZyGraphMappings_getYEdge,6576,0,1,1,3,0,1,1,1,38,1
6577,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_ZyOverview_ZyOverview,6577,0,1,1,8,1,0,0,0,2314,1
6578,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_zoomIn,6578,0,1,0,8,0,1,1,1,31,1
6579,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_getEdgeCount,6579,0,1,0,3,0,0,0,0,31,0
6580,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_getYEdge,6580,0,1,1,3,0,1,1,1,31,1
6581,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_ZyGraphMappings_setEdge,6581,0,1,2,3,0,0,0,0,38,0
6582,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_zoomOut,6582,0,1,0,8,0,1,1,1,31,1
6583,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_iterateEdges,6583,0,3,1,12,0,2,2,1,31,2
6584,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_setViewCursor,6584,0,1,1,3,0,0,0,0,31,0
6585,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_AbstractZyGraph_updateViews,6585,0,1,0,3,0,0,0,0,31,0
6586,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_ZyProximityNodeRealizer_ZyProximityNodeRealizer,6586,0,1,1,17,1,4,2,3,2315,5
6587,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_GraphExporters_exportAllAsSVG,6587,0,1,2,6,1,1,1,1,33,2
6588,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_IZyEditModeListener_nodeEntered,6588,0,1,2,1,0,0,0,0,919,0
6589,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_ZyNodeRealizer_setUserData,6589,0,1,1,8,0,0,0,0,927,0
6590,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_IZyEditModeListener_nodeLeft,6590,0,1,1,1,0,0,0,0,919,0
6591,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_proximity_ZyDefaultProximityBrowser_hasAnyHiddenNodes,6591,0,1,0,8,0,1,1,1,40,1
6592,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_IZyNodeRealizer_isSelected,6592,0,1,0,1,0,0,0,0,662,0
6593,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_IZyNodeRealizer_repaint,6593,0,1,0,1,0,0,0,0,662,0
6594,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_ZyGraphSelectionObserver_addListener,6594,0,1,1,7,0,1,1,1,1459,1
6595,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_ZyGroupNodeRealizer_moveContent,6595,0,1,2,7,2,1,1,1,925,3
6596,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_ZyNodeRealizer_scalePortCoordinates,6596,0,3,5,21,0,0,0,0,927,0
6597,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_settings_ILayoutSettings_getCurrentLayouter,6597,0,1,0,1,0,0,0,0,922,0
6598,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_GraphExporters_exportAllAsPNG,6598,0,1,2,6,2,1,1,1,33,3
6599,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_ZyEditModeMouseWheelListener_hasSelectedNode,6599,0,1,0,8,0,1,1,1,931,1
6600,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_ZyEdgeRealizer_getUserData,6600,0,1,0,3,0,0,0,0,660,0
6601,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_ZyEdgeRealizer_setUpdater,6601,0,2,1,6,0,1,1,1,660,1
6602,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_CStateFactory_createBackgroundClickedRightState,6602,0,1,1,5,0,3,3,1,655,3
6603,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_realizers_ZyEdgeRealizer_removeListener,6603,0,1,1,3,0,1,1,1,660,1
6604,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_ZyEditModeMouseWheelListener_moveVertical,6604,0,2,1,8,0,4,4,1,931,4
6605,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_helpers_CNodeHighlighter_highlightNode,6605,0,5,2,21,0,0,0,0,2316,0
6606,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_states_CEdgeLabelEnterState_CEdgeLabelEnterState,6606,0,1,3,10,0,0,0,0,657,0
6607,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_states_CEdgeLabelExitState_getGraph,6607,0,1,0,7,0,0,0,0,1804,0
6608,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_states_CNodeHoverState_CNodeHoverState,6608,0,1,3,11,0,0,0,0,939,0
6609,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_states_CBendPressedLeftState_getGraph,6609,0,1,0,3,0,0,0,0,2317,0
6610,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_states_CNodeHoverState_getGraph,6610,0,1,0,3,0,0,0,0,939,0
6611,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_transformations_CHitNodesTransformer_changeNode,6611,0,2,4,18,0,4,2,3,2258,4
6612,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_transformations_CHitBendsTransformer_enterBend,6612,0,1,3,11,0,2,2,1,1504,2
6613,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_states_CEdgeLabelEnterState_getLabel,6613,0,1,0,3,0,0,0,0,657,0
6614,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_editmode_states_CEdgeEnterState_getGraph,6614,0,1,0,3,0,0,0,0,936,0
6615,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_edges_ZyGraphEdge_getSource,6615,0,1,0,3,0,0,0,0,35,0
6616,com_google_security_zynamics_binnavi_Gui_Progress_CGlobalProgressDialog_add,6616,0,1,1,13,0,1,1,1,2318,1
6617,com_google_security_zynamics_reil_algorithms_mono_valuetracking_ValueTracker_createInitialStateVector,6617,0,2,1,7,0,2,2,1,946,2
6618,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_grouping_GroupHelpers_extractGroup,6618,0,2,2,5,0,0,0,0,1429,0
6619,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_grouping_GroupHelpers_isExpanded,6619,0,1,1,3,1,2,2,1,1429,3
6620,com_google_security_zynamics_reil_algorithms_mono_valuetracking_ValueTrackerElement_ValueTrackerElement,6620,0,1,0,5,1,0,0,0,666,1
6621,com_google_security_zynamics_reil_algorithms_mono_valuetracking_elements_IValueElement_evaluate,6621,0,1,0,1,0,0,0,0,2319,0
6622,com_google_security_zynamics_reil_algorithms_mono_valuetracking_ValueTrackerElement_getStates,6622,0,1,0,3,0,0,0,0,666,0
6623,com_google_security_zynamics_reil_algorithms_mono_valuetracking_elements_IValueElement_clone,6623,0,1,0,1,0,0,0,0,2319,0
6624,com_google_security_zynamics_zylib_net_NetHelpers_isValidPort,6624,0,1,1,9,1,0,0,0,2320,1
6625,com_google_security_zynamics_reil_algorithms_mono_interfaces_IGraphWalker_getInfluencing,6625,0,1,1,7,0,0,0,0,2321,0
6626,com_google_security_zynamics_reil_algorithms_mono_valuetracking_elements_BitwiseAnd_getLhs,6626,0,1,0,3,0,0,0,0,2322,0
6627,com_google_security_zynamics_zylib_yfileswrap_gui_zygraph_layouters_ZyGraphLayouter_setStyle,6627,0,1,5,5,0,0,0,0,945,0
6628,com_google_security_zynamics_reil_algorithms_mono_valuetracking_elements_IValueElement_equals,6628,0,1,1,1,0,0,0,0,2319,0
6629,com_google_security_zynamics_reil_algorithms_mono_valuetracking_ValueTrackerElement_update,6629,0,2,3,16,3,3,3,1,666,6
6630,com_google_security_zynamics_binnavi_Gui_InsertViewDialog_CViewIconNode_getView,6630,0,1,0,7,0,0,0,0,1608,0
6631,com_google_security_zynamics_reil_algorithms_mono2_common_interfaces_ITransformationProvider_transform,6631,0,1,2,1,0,0,0,0,2323,0
6632,com_google_security_zynamics_reil_algorithms_mono2_common_PerInstructionTransformationProvider_transformOr,6632,0,1,2,1,0,0,0,0,950,0
6633,com_google_security_zynamics_binnavi_Gui_SaveFields_CSavePasswordField_CSavePasswordField,6633,0,1,2,8,0,0,0,0,961,0
6634,com_google_security_zynamics_reil_yfileswrap_algorithms_mono2_common_instructiongraph_CReilInstructionGraph_createInstructionEdge,6634,0,3,3,21,0,3,3,1,1518,3
6635,com_google_security_zynamics_reil_yfileswrap_algorithms_mono2_common_instructiongraph_CReilInstructionGraph_CReilInstructionGraph,6635,0,13,1,46,2,5,3,2,1518,7
6636,com_google_security_zynamics_reil_algorithms_mono2_common_PerInstructionTransformationProvider_transformXor,6636,0,1,2,1,0,0,0,0,950,0
6637,com_google_security_zynamics_reil_algorithms_mono2_common_PerInstructionTransformationProvider_transformUnknown,6637,0,1,2,1,0,0,0,0,950,0
6638,com_google_security_zynamics_reil_algorithms_mono2_common_instructiongraph_interfaces_IInstructionGraphNode_getReilInstruction,6638,0,1,0,5,0,0,0,0,2324,0
6639,com_google_security_zynamics_binnavi_Gui_plugins_output_implementations_CLogConsoleFunctions_copy,6639,0,2,1,13,0,1,1,1,2325,1
6640,com_google_security_zynamics_binnavi_Gui_GraphWindows_Menu_CSearchMenu_CSearchMenu,6640,0,1,1,21,0,10,7,4,2326,10
6641,com_google_security_zynamics_binnavi_Gui_GraphWindows_Extensions_IGraphPanelExtension_dispose,6641,0,1,0,1,0,0,0,0,968,0
6642,com_google_security_zynamics_binnavi_Gui_GraphWindows_Menu_CPluginsMenu_dispose,6642,0,1,0,6,0,2,1,2,2023,2
6643,com_google_security_zynamics_binnavi_Gui_GraphWindows_Toolbar_CGraphToolBar_getSearchPanel,6643,0,1,0,7,0,1,1,1,1552,1
6644,com_google_security_zynamics_binnavi_Gui_GraphWindows_Menu_CSelectionMenu_getCriteriumCache,6644,0,1,0,7,0,0,0,0,1895,0
6645,com_google_security_zynamics_binnavi_Gui_GraphWindows_Toolbar_CToolbarSearchPanel_CToolbarSearchPanel,6645,0,1,1,11,0,4,4,1,970,4
6646,com_google_security_zynamics_binnavi_Gui_GraphWindows_Toolbar_CGraphToolBar_createButtons,6646,0,1,3,48,2,20,17,2,1552,22
6647,com_google_security_zynamics_binnavi_Gui_IdaSelectionDialog_CIdaSelectionDialog_getText,6647,0,4,1,17,0,0,0,0,536,0
6648,com_google_security_zynamics_binnavi_Gui_GraphWindows_NodeTaggingTree_Actions_CInsertTagAction_CInsertTagAction,6648,0,1,3,12,0,0,0,0,2327,0
6649,com_google_security_zynamics_binnavi_Gui_GraphWindows_NodeTaggingTree_Implementations_CTagSelectionFunctions_unselectNodes,6649,0,2,3,8,1,4,4,1,1306,5
6650,com_google_security_zynamics_binnavi_Gui_GraphWindows_Actions_CUngroupSelectedGroupsAction_CUngroupSelectedGroupsAction,6650,0,1,1,9,0,1,1,1,2328,1
6651,com_google_security_zynamics_binnavi_Gui_GraphWindows_Actions_CActionShowDataflow_CActionShowDataflow,6651,0,1,3,12,0,0,0,0,2329,0
6652,com_google_security_zynamics_binnavi_Gui_GraphWindows_Panels_Center_CDebuggerControlPanel_dispose,6652,0,1,0,6,0,1,1,1,2330,1
6653,com_google_security_zynamics_binnavi_Gui_GraphWindows_Actions_CActionFreezeView_setButton,6653,0,1,1,8,1,0,0,0,2017,1
6654,com_google_security_zynamics_binnavi_Gui_GraphWindows_Menu_CPluginsMenu_fillPluginsMenu,6654,0,4,0,17,1,6,5,2,2023,7
6655,com_google_security_zynamics_binnavi_Gui_GraphWindows_Actions_CActionRedoSelection_CActionRedoSelection,6655,0,1,1,9,0,1,1,1,2331,1
6656,com_google_security_zynamics_binnavi_Gui_GraphWindows_Actions_CActionShowReil_CActionShowReil,6656,0,1,4,14,0,0,0,0,2332,0
6657,com_google_security_zynamics_binnavi_Gui_GraphWindows_Extensions_ICodeNodeExtension_extendOutgoingRegistersMenu,6657,0,1,4,9,0,0,0,0,967,0
6658,com_google_security_zynamics_binnavi_Gui_GraphWindows_Menu_CGraphWindowMenuBar_updateGui,6658,0,1,0,6,0,3,3,1,969,3
6659,com_google_security_zynamics_binnavi_Log_NaviLogger_setLevel,6659,0,1,1,7,0,0,0,0,1157,0
6660,com_google_security_zynamics_binnavi_Gui_GraphWindows_NodeTaggingTree_Implementations_CTaggingFunctions_tagNode,6660,0,1,3,13,2,6,5,2,526,8
6661,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Text_Gui_CSearchExecuter_startNewSearch,6661,0,8,6,43,0,18,11,4,2333,18
6662,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Goto_CGotoAddressField_CGotoAddressField,6662,0,2,3,34,0,2,2,1,1225,2
6663,com_google_security_zynamics_binnavi_Gui_GraphWindows_NodeTaggingTree_Actions_CSelectVisibleSubtreeNodesAction_CSelectVisibleSubtreeNodesAction,6663,0,1,2,10,0,0,0,0,2334,0
6664,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Goto_CAddressSelectionDialog_createGui,6664,0,1,1,15,0,2,2,1,1896,2
6665,com_google_security_zynamics_binnavi_Gui_GraphWindows_NodeTaggingTree_Implementations_CTagSelectionFunctions_unselectSubtreeNodes,6665,0,1,2,8,2,0,0,0,1306,2
6666,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Text_Model_CGraphSearchSettings_isCaseSensitive,6666,0,1,0,7,0,0,0,0,990,0
6667,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Text_Gui_CSearchExecuter_search,6667,0,3,7,19,2,3,1,3,2333,5
6668,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Text_Model_CGraphSearchResultsCursor_clear,6668,0,1,0,7,0,0,0,0,530,0
6669,com_google_security_zynamics_binnavi_Gui_GraphWindows_NodeTaggingTree_Actions_CRemoveTagFromAllNodesAction_CRemoveTagFromAllNodesAction,6669,0,1,3,15,0,0,0,0,2335,0
6670,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Text_Model_CGraphSearchResultsCursor_jumpTo,6670,0,4,1,18,0,1,1,1,530,1
6671,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CTrackingResultsTableFiller_getDefinedColumnText,6671,0,1,1,8,1,1,1,1,1282,2
6672,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CStatusColumnRenderer_CStatusColumnRenderer,6672,0,1,0,6,0,0,0,0,2336,0
6673,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CTrackingResultsTable_CTrackingResultsTable,6673,0,1,1,17,0,3,3,1,2337,3
6674,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CTrackingResultsTableModel_CTrackingResultsTableModel,6674,0,1,1,8,0,1,1,1,1669,1
6675,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_ITrackingResultsListener_updatedResult,6675,0,1,2,6,0,0,0,0,2338,0
6676,com_google_security_zynamics_binnavi_Gui_GraphWindows_types_actions_InsertMemberAction_InsertMemberAction,6676,0,1,3,11,0,1,1,1,2339,1
6677,com_google_security_zynamics_binnavi_Gui_GraphWindows_types_actions_EditTypeAction_EditTypeAction,6677,0,1,3,6,0,0,0,0,2340,0
6678,com_google_security_zynamics_binnavi_Gui_GraphWindows_types_actions_EditMemberAction_EditMemberAction,6678,0,1,3,6,0,0,0,0,2341,0
6679,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CResultColumnWrapper_getStatusValue,6679,0,5,3,24,0,4,1,4,1585,4
6680,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CResultText_determineDescription,6680,0,8,3,36,0,7,1,7,2342,7
6681,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CInstructionResult_getUpdatedRegisters,6681,0,1,0,3,0,1,1,1,516,1
6682,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CResultColumnWrapper_getStartInstruction,6682,0,1,0,7,0,0,0,0,1585,0
6683,com_google_security_zynamics_binnavi_Gui_GraphWindows_Searchers_Text_Model_SearchResult_getLength,6683,0,1,0,7,0,0,0,0,1488,0
6684,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CViewPruner_getSources,6684,0,4,3,23,1,3,3,1,2109,4
6685,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_viewReferences_ViewReferencesTableModel_addBaseType,6685,0,2,1,13,0,1,1,1,996,1
6686,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_Interfaces_ICommentAccessor_editComment,6686,0,1,2,8,0,0,0,0,998,0
6687,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CTrackingResultsHighlighter_highlightInstructions,6687,0,3,4,21,0,1,1,1,992,1
6688,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CTrackingResultsTableFiller_listify,6688,0,1,1,11,0,1,1,1,1282,1
6689,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_CodeNodeComments_GlobalCodeNodeCommentAccessor_GlobalCodeNodeCommentAccessor,6689,0,1,1,7,0,0,0,0,2343,0
6690,com_google_security_zynamics_binnavi_Gui_GraphWindows_BottomPanel_RegisterTracker_CTrackingResultsTableFiller_getUndefinesColumnText,6690,0,1,1,8,1,1,1,1,1282,2
6691,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_Generic_GenericCommentsTableModel_lineAndIndexToCommentIndex,6691,0,3,3,12,0,1,1,1,524,1
6692,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_EdgeComments_CGlobalEdgeCommentSynchronizer_getModules,6692,0,5,1,23,0,6,5,2,1006,6
6693,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_FunctionComments_CFunctionCommentsPanel_focusGlobalField,6693,0,1,0,6,0,0,0,0,1813,0
6694,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_EdgeComments_CGlobalEdgeCommentSynchronizer_getEdgeData,6694,0,5,1,29,0,10,9,2,1006,10
6695,com_google_security_zynamics_binnavi_Gui_Debug_Notifier_CDebugEventNotifier_start,6695,0,2,0,11,0,5,3,2,1456,5
6696,com_google_security_zynamics_binnavi_Gui_Debug_Notifier_CRelocationNotifier_relocateModule,6696,0,4,2,21,0,11,7,3,503,11
6697,com_google_security_zynamics_binnavi_Gui_Debug_Synchronizers_CNodeSynchronizer_CNodeSynchronizer,6697,0,1,3,12,0,1,1,1,2344,1
6698,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_InstructionComments_InstructionCommentsDataModel_isEditable,6698,0,4,1,12,1,3,3,1,1001,4
6699,com_google_security_zynamics_binnavi_Gui_GraphWindows_CommentDialogs_Generic_GenericCommentsTableModel_handleDeleteKeyInComment,6699,0,4,2,19,3,5,3,2,524,8
6700,com_google_security_zynamics_binnavi_Gui_Debug_ToolbarPanel_CDebuggerToolbar_CDebuggerToolbar,6700,0,1,1,38,2,16,14,2,1026,18
6701,com_google_security_zynamics_binnavi_Gui_Debug_ToolbarPanel_CToolbarPanelSynchronizer_removeListener,6701,0,1,1,7,0,1,1,1,1242,1
6702,com_google_security_zynamics_binnavi_Gui_Debug_ThreadInformationPanel_Implementation_CThreadFunctions_resume,6702,0,1,1,7,0,1,1,1,2345,1
6703,com_google_security_zynamics_binnavi_Gui_Debug_MemorySelectionPanel_CMemorySelectionPanel_CMemorySelectionPanel,6703,0,1,3,20,0,2,2,1,1012,2
6704,com_google_security_zynamics_binnavi_Gui_Debug_SearchMemory_CSearchDialog_CSearchDialog,6704,0,1,1,14,1,3,3,1,1897,4
6705,com_google_security_zynamics_binnavi_Gui_Debug_RemoteBrowser_Loader_CLoaderThread_CLoaderThread,6705,0,1,3,12,0,2,2,1,2346,2
